87	923	0.9	1025	915	0.9	103	1119	0.9	360	969	0.9	851	969	0.9
1061	923	0.9	777	915	0.9	105	101	0.9	149	969	0.9	377	969	0.9
345	923	0.9	53	915	0.9	1117	1157	0.9	850	969	0.9	1085	969	0.9
821	923	0.9	300	915	0.9	1157	121	0.9	1057	969	0.9	149	969	0.9
87	465	0.9	1025	465	0.9	253	981	0.9	360	633	0.9	851	633	0.9
1061	465	0.9	777	570	0.9	261	253	0.9	149	477	0.9	377	633	0.9
345	570	0.9	53	465	0.9	949	997	0.9	850	633	0.9	1085	477	0.9
821	570	0.9	300	570	0.9	993	265	0.9	1057	477	0.9	149	477	0.9
